image,cls_idx,robo_label,syllable,english,confidence,x_center,y_center,width,height
guh_medwa_ah_t2_71cefb2c_jpg.rf.CZAclZHkNn7CEahafLHi.jpg,635,1627,guh_medwa_ah_t2,no translation yet,0.8660,0.5001,0.4998,0.9986,0.9988
guh_medwa_aw_t2_f4312edb_jpg.rf.aicvW9oY27EeSLFpKRO1.jpg,662,1651,guh_medwa_aw_t2,no translation yet,0.7962,0.5002,0.5000,0.9987,0.9975
guh_medwa_aw_t3_33473c88_jpg.rf.8WbBRsZT6MTC7z6HFKq2.jpg,663,1652,guh_medwa_aw_t3,no translation yet,0.9407,0.5002,0.5012,0.9991,0.9972
guh_medwa_ay_t2_620d21d4_jpg.rf.26sgYqxhrhncaSF98kp4.jpg,655,1645,guh_medwa_ay_t2,no translation yet,0.9787,0.5002,0.5002,0.9982,0.9995
guh_medwa_ay_t3_4bc77e33_jpg.rf.FhjOwXHL48KihTFXBrBt.jpg,656,1646,guh_medwa_ay_t3,no translation yet,0.9312,0.5001,0.4999,0.9988,0.9988
guh_medwa_ee_t2_b2677043_jpg.rf.WwgYx5s4L3LD5RduMJAE.jpg,642,1633,guh_medwa_ee_t2,no translation yet,0.9205,0.5002,0.4999,0.9984,0.9994
guh_medwa_ee_t4_4b646d96_jpg.rf.AsjxFN3UpnEmoyXHsQ1e.jpg,644,1635,guh_medwa_ee_t4,no translation yet,0.9081,0.5001,0.4997,0.9988,0.9986
guh_medwa_ee_t5_69ec0fb6_jpg.rf.YTgsO8JtWn9TXCi4Wxxl.jpg,645,1636,guh_medwa_ee_t5,no translation yet,0.9558,0.5003,0.5000,0.9985,0.9989
guh_medwa_ee_t6_411e8889_jpg.rf.BZEVUlTpppgkFbPZatFk.jpg,646,1637,guh_medwa_ee_t6,no translation yet,0.8657,0.5004,0.5000,0.9979,0.9997
guh_medwa_eh_t3_a534691b_jpg.rf.eWA7OspPV31mNZJher8B.jpg,676,1664,guh_medwa_eh_t3,no translation yet,0.8886,0.5002,0.4995,0.9983,0.9971
guh_medwa_eh_t5_93844b96_jpg.rf.h6jCOfmicPWQH6pvxaFR.jpg,678,1666,guh_medwa_eh_t5,no translation yet,0.9545,0.4999,0.4997,0.9981,0.9990
guh_medwa_eh_t6_f7faf64b_jpg.rf.Xljrn6WtsRZEWFCo1Z97.jpg,679,1667,guh_medwa_eh_t6,no translation yet,0.8918,0.5002,0.4999,0.9973,0.9986
guh_medwa_er_t1_03112d43_jpg.rf.m72159dfJN1rgLzlV7Bz.jpg,647,1638,guh_medwa_er_t1,no translation yet,0.7555,0.4991,0.6136,0.4810,0.3911
guh_medwa_er_t5_06807580_jpg.rf.YqublLqwe7OH0eskDnX2.jpg,652,1642,guh_medwa_er_t5,no translation yet,0.9084,0.5001,0.5000,0.9982,0.9977
guh_medwa_oh_t5_17182498_jpg.rf.0kGc8MDkPRNkFxQwwUMn.jpg,672,1660,guh_medwa_oh_t5,no translation yet,0.9629,0.5002,0.4994,0.9981,0.9975
guh_medya_ah_t2_3ccdbb0c_jpg.rf.tK9Q3u1UBpyJP5bfYO5z.jpg,768,1747,guh_medya_ah_t2,no translation yet,0.9300,0.4999,0.5001,0.9979,0.9997
guh_medya_ah_t3_61262106_jpg.rf.nnebrvLypkRVZb7HzJhF.jpg,769,1748,guh_medya_ah_t3,no translation yet,0.8336,0.5002,0.4999,0.9986,0.9995
guh_medya_ah_t6_20b4f17f_jpg.rf.WbUl9X9RdtAlNbZEQZzd.jpg,773,1751,guh_medya_ah_t6,no translation yet,0.9353,0.5000,0.5000,0.9981,0.9990
guh_medya_er_t3_1fb4c589_jpg.rf.LKzK7sps8i1XeQoWvGK5.jpg,777,1760,guh_medya_er_t3,no translation yet,0.8802,0.4996,0.5002,0.9980,0.9995
guh_medya_oh_t1_84fc2fad_jpg.rf.LBsTjcgqaSj6wX8RgvPN.jpg,784,1776,guh_medya_oh_t1,no translation yet,0.8883,0.5002,0.4998,0.9976,0.9996
guh_medya_oh_t2_81022b2a_jpg.rf.xpCCITzDN02POtt8zJUg.jpg,785,1777,guh_medya_oh_t2,no translation yet,0.6995,0.5025,0.5315,0.4887,0.5500
guh_medya_oh_t5_093041d5_jpg.rf.N557coYxyo709vLUPZvb.jpg,789,1780,guh_medya_oh_t5,no translation yet,0.9296,0.5001,0.4999,0.9983,0.9991
guh_medya_oh_t6_fbd0a67e_jpg.rf.23FzSSN0NSo5hmhporsg.jpg,790,1781,guh_medya_oh_t6,no translation yet,0.8605,0.5000,0.4998,0.9986,0.9990
guh_medya_oo_t3_2deed296_jpg.rf.2BA9FNpy60EBbiVsyGi3.jpg,797,1790,guh_medya_oo_t3,no translation yet,0.7488,0.5002,0.5002,0.9986,0.9997
guh_medya_oo_t3_499fb6b3_jpg.rf.0ZfRHU3o7d3WaTfoRXbS.jpg,797,1790,guh_medya_oo_t3,no translation yet,0.7147,0.5001,0.4999,0.9982,0.9997
guh_medya_oo_t5_4b135a0b_jpg.rf.fP7Y0lrTj2H9u1Uqvhj0.jpg,799,1792,guh_medya_oo_t5,no translation yet,0.8976,0.4999,0.4998,0.9978,0.9993
guh_medya_u_t4_90842cb6_jpg.rf.k9Tj0cXlxcw6BE5Uf2KB.jpg,804,1797,guh_medya_u_t4,no translation yet,0.9677,0.5001,0.4997,0.9986,0.9992
guh_oh_t1_2e861a5d_jpg.rf.4IRJUxEgZALXQKowbOo6.jpg,2071,36,guh_oh_t1,no translation yet,0.7235,0.5000,0.4516,0.3811,0.3916
guh_oh_t4_05063a2b_jpg.rf.XwS0YpIVI6K95CEQ11Tt.jpg,2104,39,guh_oh_t4,no translation yet,0.9185,0.4998,0.4999,0.9973,0.9971
guh_oh_t5_6ec191f2_jpg.rf.DOVTKIYATUNbleSYaGqp.jpg,2198,40,guh_oh_t5,no translation yet,0.9798,0.5001,0.5001,0.9984,0.9992
hcah_a_t1_6cb56302_jpg.rf.ZFYdKvnBHBkvPgSUCT0B.jpg,808,180,hcah_a_t1,no translation yet,0.9670,0.4997,0.4998,0.9986,0.9995
hcah_a_t5_cdbe1349_jpg.rf.H16Vb3nFcCEc71RndrPi.jpg,812,184,hcah_a_t5,no translation yet,0.9570,0.5001,0.5000,0.9989,0.9999
hcah_aw_t5_48ebc1b9_jpg.rf.pvoXX9IQfpfBc0PG4BWK.jpg,1077,214,hcah_aw_t5,no translation yet,0.9335,0.4998,0.5000,0.9986,0.9996
hcah_ay_t1_4c5a8729_jpg.rf.CV7GIpS4NcLYJL6z6M2E.jpg,966,204,hcah_ay_t1,no translation yet,0.9722,0.5002,0.5001,0.9978,0.9994
hcah_ay_t4_10786547_jpg.rf.a3uosfr4Y7uqoM7daeq2.jpg,999,207,hcah_ay_t4,no translation yet,0.8278,0.5005,0.4994,0.9991,0.9973
hcah_ay_t6_413dbb5a_jpg.rf.iZNemcGzJTt3Lef2T1lt.jpg,1021,209,hcah_ay_t6,no translation yet,0.8103,0.4999,0.4992,0.9984,0.9969
hcah_ee_t4_6e341c42_jpg.rf.9evb8XCFxK06Mg9CdZiA.jpg,925,195,hcah_ee_t4,no translation yet,0.9070,0.5001,0.4993,0.9988,0.9979
hcah_ee_t5_2f9d8eb7_jpg.rf.yRlptaQQgYjyPGyWoLEx.jpg,936,196,hcah_ee_t5,no translation yet,0.5523,0.5220,0.4519,0.5288,0.3908
hcah_ee_t6_6208c609_jpg.rf.jYAfNykoAK13j5zDTqUx.jpg,947,197,hcah_ee_t6,no translation yet,0.7621,0.4983,0.4522,0.5335,0.3895
hcah_eh_t3_39585515_jpg.rf.PtnNOdJDIsamEUoYCbWl.jpg,1182,224,hcah_eh_t3,no translation yet,0.9399,0.4999,0.4996,0.9975,0.9979
hcah_er_t2_b6297c6c_jpg.rf.R4m4OOl9XqNrtXeZH268.jpg,959,199,hcah_er_t2,no translation yet,0.9404,0.5011,0.5327,0.5898,0.2306
hcah_medgha_a_t6_226e11b1_jpg.rf.VDm49yX60Vb0MH6aJbQP.jpg,1534,2585,hcah_medgha_a_t6,no translation yet,0.5965,0.5000,0.4995,0.9982,0.9985
hcah_medgha_ah_t3_4bcb6d2e_jpg.rf.baocjCcpQc88DABPf37e.jpg,1537,2588,hcah_medgha_ah_t3,no translation yet,0.8394,0.5042,0.5309,0.6018,0.5502
hcah_medgha_aw_t3_ae3b5711_jpg.rf.UpQMz3TBVgkbFyFTo89a.jpg,1562,2612,hcah_medgha_aw_t3,no translation yet,0.5249,0.5038,0.5310,0.5260,0.5499
hcah_medgha_ay_t1_c71385fb_jpg.rf.VniD83rYQZZdbCmyThau.jpg,1554,2604,hcah_medgha_ay_t1,no translation yet,0.9638,0.5002,0.4996,0.9983,0.9992
hcah_medgha_ay_t2_a4f08831_jpg.rf.lxW7cA0AV2abyAqxJHSz.jpg,1555,2605,hcah_medgha_ay_t2,no translation yet,0.6440,0.4999,0.4997,0.9986,0.9982
hcah_medgha_ee_t3_25192b98_jpg.rf.scBkeCUK9KkXZAZDdAhV.jpg,1543,2594,hcah_medgha_ee_t3,no translation yet,0.5324,0.5037,0.5598,0.5259,0.4928
hcah_medgha_ee_t3_3a023ff0_jpg.rf.ye40Vq6JlIo2rCGntFck.jpg,1543,2594,hcah_medgha_ee_t3,no translation yet,0.8866,0.5001,0.4999,0.9987,0.9991
hcah_medgha_eh_t1_43ec91ea_jpg.rf.RWsXnCrJQeN9lPrCths8.jpg,1572,2622,hcah_medgha_eh_t1,no translation yet,0.9359,0.5001,0.4999,0.9985,0.9996
hcah_medgha_eh_t5_2d0b8f11_jpg.rf.zf2jN9B1mh16MpJWeOBL.jpg,1576,2626,hcah_medgha_eh_t5,no translation yet,0.5243,0.5221,0.5311,0.5283,0.5513
hcah_medgha_er_t4_2fcfc81e_jpg.rf.lYeXUjEmvXU1I6bFUA2C.jpg,1551,2601,hcah_medgha_er_t4,no translation yet,0.9389,0.5003,0.5001,0.9983,0.9991
hcah_medgha_oo_t1_5511aa73_jpg.rf.Tvg9Bw783asUerEgl6tS.jpg,1578,2628,hcah_medgha_oo_t1,no translation yet,0.8000,0.5005,0.4995,0.9980,0.9979
hcah_medgha_u_t3_64fd0ff9_jpg.rf.5NbkX4Z1upFi1kK0DeIx.jpg,1586,2636,hcah_medgha_u_t3,no translation yet,0.7351,0.5005,0.5000,0.9980,0.9983
hcah_medgha_u_t5_5b0cd487_jpg.rf.CIPAghtjGJycLGzioSCd.jpg,1588,2638,hcah_medgha_u_t5,no translation yet,0.4740,0.5218,0.5314,0.5293,0.5507
hcah_medgha_u_t6_ea490fa3_jpg.rf.PnWWOoboDQuEXJsqi9uQ.jpg,1589,2639,hcah_medgha_u_t6,no translation yet,0.8180,0.5002,0.4998,0.9987,0.9983
hcah_medla_a_t1_19f764dd_jpg.rf.fHalDDQ29jGklQgUZ5c8.jpg,1348,2400,hcah_medla_a_t1,no translation yet,0.7204,0.5002,0.4999,0.9987,0.9996
hcah_medla_a_t3_f9b1ee4c_jpg.rf.1HangGBZTvoa1MDFgPMA.jpg,1350,2402,hcah_medla_a_t3,no translation yet,0.8437,0.4999,0.5000,0.9987,0.9991
hcah_medla_aw_t1_1f7d545a_jpg.rf.fmL2GCJtjdjcH0INnAmX.jpg,1378,2430,hcah_medla_aw_t1,no translation yet,0.6765,0.4971,0.5351,0.4411,0.5591
hcah_medla_aw_t3_02305a5c_jpg.rf.pViGuRydCxBo68sjhlJw.jpg,1380,2432,hcah_medla_aw_t3,no translation yet,0.9607,0.5000,0.5002,0.9985,0.9988
hcah_medla_aw_t6_8ef840e1_jpg.rf.qMKJ8CLYOnxGlIZjApdZ.jpg,1383,2435,hcah_medla_aw_t6,no translation yet,0.9195,0.5000,0.5004,0.9986,0.9979
hcah_medla_ay_t4_615327bb_jpg.rf.uT3oUk7xErBytOdhLiRJ.jpg,1375,2427,hcah_medla_ay_t4,no translation yet,0.8013,0.4999,0.5002,0.9979,0.9978
hcah_medla_ay_t4_a38e4a7a_jpg.rf.gjF7CeEEN5c5ukh1uQC3.jpg,1375,2427,hcah_medla_ay_t4,no translation yet,0.7641,0.4998,0.5000,0.9979,0.9992
hcah_medla_ee_t2_b74b63d6_jpg.rf.ssp6AOSOz3dqIOAjVYo3.jpg,1361,2413,hcah_medla_ee_t2,no translation yet,0.8938,0.5003,0.4998,0.9983,0.9993
hcah_medla_ee_t2_ced10e87_jpg.rf.qY54BemnQJJepKt60HRd.jpg,1361,2413,hcah_medla_ee_t2,no translation yet,0.8865,0.5002,0.4997,0.9989,0.9993
hcah_medla_ee_t6_f4041b35_jpg.rf.kGWjsFdLxWlcMEXgUleC.jpg,1365,2417,hcah_medla_ee_t6,no translation yet,0.5598,0.4987,0.5346,0.5971,0.5568
hcah_medla_eh_t1_c3eab847_jpg.rf.vzE6dM5VBnnkp3KG4PWg.jpg,1390,2442,hcah_medla_eh_t1,no translation yet,0.9732,0.4999,0.4997,0.9977,0.9991
hcah_medla_eh_t4_a098fd3b_jpg.rf.hIzvKfY0zhAWJbnI9yiy.jpg,1393,2445,hcah_medla_eh_t4,no translation yet,0.8065,0.4996,0.5001,0.9984,0.9990
hcah_medla_er_t2_db7e99d5_jpg.rf.xfdcGvJQoOIH9gQqtmAF.jpg,1367,2419,hcah_medla_er_t2,no translation yet,0.9348,0.5002,0.5003,0.9982,0.9994
hcah_medla_oh_t1_cf497c10_jpg.rf.7UqPlLvUdwEJ4jy2VKvV.jpg,1384,2436,hcah_medla_oh_t1,no translation yet,0.9380,0.5004,0.4995,0.9984,0.9989
hcah_medla_oh_t3_eaa981ae_jpg.rf.JQzcQ6qHxnNcOIEkEP7l.jpg,1386,2438,hcah_medla_oh_t3,no translation yet,0.4255,0.5046,0.5350,0.5906,0.5575
hcah_medla_oh_t5_86b16b97_jpg.rf.8nFrxvMpGdlDyPmQLs7m.jpg,1388,2440,hcah_medla_oh_t5,no translation yet,0.9673,0.4999,0.4995,0.9987,0.9986
hcah_medla_oo_t1_3d56a899_jpg.rf.fIsHfaa1iUJ7uwUVkhwa.jpg,1396,2448,hcah_medla_oo_t1,no translation yet,0.9556,0.5004,0.5000,0.9989,0.9993
hcah_medla_oo_t3_1b7d9b63_jpg.rf.E9N5TmiB0P7aG1b1tUqR.jpg,1398,2450,hcah_medla_oo_t3,no translation yet,0.9303,0.5004,0.5004,0.9979,0.9991
hcah_medla_u_t1_40d4aab6_jpg.rf.5JhaevnF7lcAucmrpNSL.jpg,1402,2454,hcah_medla_u_t1,no translation yet,0.9942,0.5005,0.4992,0.9989,0.9980
hcah_medla_u_t3_4e2b9c03_jpg.rf.iBbNRHkcWSsvmugd35wz.jpg,1404,2456,hcah_medla_u_t3,no translation yet,0.8253,0.5002,0.4998,0.9985,0.9996
hcah_medra_a_t2_4436d9df_jpg.rf.6YNS7312KNZo07baWmrM.jpg,1409,2461,hcah_medra_a_t2,no translation yet,0.9713,0.4999,0.4998,0.9986,0.9993
hcah_medra_a_t6_c696bc0b_jpg.rf.b8c3SsCF814j6cm1C04c.jpg,1413,2465,hcah_medra_a_t6,no translation yet,0.6891,0.4999,0.4998,0.9984,0.9989
hcah_medra_ah_t3_c5072584_jpg.rf.zhj8zd49Us6AkRdM6tpj.jpg,1416,2468,hcah_medra_ah_t3,no translation yet,0.8822,0.5001,0.5001,0.9978,0.9970
hcah_medra_aw_t4_2430953a_jpg.rf.Z6T0jgiZrfLvavfKdlNs.jpg,1441,2493,hcah_medra_aw_t4,no translation yet,0.8917,0.4998,0.4993,0.9983,0.9980
hcah_medra_aw_t5_73efb20e_jpg.rf.aNB5tDMAT3bWIkkdUWuJ.jpg,1442,2494,hcah_medra_aw_t5,no translation yet,0.9160,0.5001,0.4993,0.9983,0.9975
hcah_medra_aw_t6_39f0526d_jpg.rf.RVzjq1W94cMaux5RPngr.jpg,1443,2495,hcah_medra_aw_t6,no translation yet,0.9274,0.5002,0.5001,0.9989,0.9987
hcah_medra_ee_t5_3023180d_jpg.rf.flLLghVG7uPX4TOmq7XT.jpg,1424,2476,hcah_medra_ee_t5,no translation yet,0.9173,0.4995,0.4997,0.9976,0.9988
hcah_medra_eh_t1_6bda85ab_jpg.rf.1VsVjYu4Qm3Icv737t3q.jpg,1451,2502,hcah_medra_eh_t1,no translation yet,0.8717,0.5002,0.4998,0.9977,0.9989
hcah_medra_er_t5_269e5f3c_jpg.rf.maxqhQIGoosIibpnjATg.jpg,1430,2482,hcah_medra_er_t5,no translation yet,0.9715,0.5001,0.4996,0.9987,0.9988
hcah_medra_oo_t3_9e878732_jpg.rf.3JNhpqULaZNwafl2GqIm.jpg,1459,2510,hcah_medra_oo_t3,no translation yet,0.9624,0.5000,0.5001,0.9992,0.9993
hcah_medra_u_t5_929bf028_jpg.rf.RRwAacDtNcdboAORS0Tb.jpg,1467,2518,hcah_medra_u_t5,no translation yet,0.7482,0.5240,0.5218,0.6662,0.5700
hcah_medwa_a_t2_003bb7a4_jpg.rf.NVD0L8m086qRP3xNED0c.jpg,1470,2521,hcah_medwa_a_t2,no translation yet,0.8788,0.4998,0.4998,0.9979,0.9988
hcah_medwa_a_t3_ee8efed9_jpg.rf.V9XFEPBoqIhtODBYYd9l.jpg,1471,2522,hcah_medwa_a_t3,no translation yet,0.9248,0.5001,0.5000,0.9983,0.9984
hcah_medwa_ay_t4_531912ab_jpg.rf.6rP1V9x764vlLkMBkZlJ.jpg,1496,2547,hcah_medwa_ay_t4,no translation yet,0.8797,0.5000,0.5003,0.9991,0.9992
hcah_medwa_ay_t4_b032f107_jpg.rf.kJAbrbGujqDcVFIR3EGQ.jpg,1496,2547,hcah_medwa_ay_t4,no translation yet,0.8912,0.5001,0.4995,0.9984,0.9983
hcah_medwa_ee_t1_7302b0e3_jpg.rf.4Hn6HlRMN8Zm1tP39O7h.jpg,1481,2532,hcah_medwa_ee_t1,no translation yet,0.6246,0.4984,0.5615,0.3811,0.4965
hcah_medwa_eh_t3_217612f8_jpg.rf.DaDaNS4lIpkHNz7zwItr.jpg,1513,2564,hcah_medwa_eh_t3,no translation yet,0.7978,0.5038,0.5467,0.5268,0.5252
hcah_medwa_eh_t5_290933de_jpg.rf.5tF3IGevUMLDhTrKse6U.jpg,1515,2566,hcah_medwa_eh_t5,no translation yet,0.8824,0.5000,0.4999,0.9982,0.9983
hcah_medwa_er_t2_0cb61d54_jpg.rf.bI9RoHLoV6YTpAj4pnmW.jpg,1488,2539,hcah_medwa_er_t2,no translation yet,0.7082,0.5009,0.6139,0.5891,0.3924
hcah_medwa_er_t4_32117ae5_jpg.rf.NToH8F4guDKdLRt1kNGu.jpg,1490,2541,hcah_medwa_er_t4,no translation yet,0.8779,0.4994,0.4997,0.9972,0.9975
hcah_medwa_oh_t4_71337b98_jpg.rf.r14LKjux0o9XhYdAu8hg.jpg,1508,2559,hcah_medwa_oh_t4,no translation yet,0.8156,0.5000,0.5002,0.9993,0.9988
hcah_medwa_oo_t2_f19fb9b1_jpg.rf.HceVlwu3ZSmMzYnRub5V.jpg,1518,2569,hcah_medwa_oo_t2,no translation yet,0.8228,0.5002,0.4999,0.9985,0.9993
hcah_medwa_u_t1_5ee4c178_jpg.rf.OOg23ZxZjgNgeTAEID7n.jpg,1523,2574,hcah_medwa_u_t1,no translation yet,0.9839,0.5003,0.4996,0.9992,0.9986
hcah_medwa_u_t2_f910f0cc_jpg.rf.xbJq1qy4rATvfVInPusc.jpg,1524,2575,hcah_medwa_u_t2,no translation yet,0.9151,0.5004,0.4998,0.9982,0.9986
hcah_medwa_u_t3_dffb95d1_jpg.rf.6WWNRnq6FNO3yXjWl9f7.jpg,1525,2576,hcah_medwa_u_t3,no translation yet,0.8701,0.5003,0.5000,0.9984,0.9983
hcah_medwa_u_t4_8128a7d4_jpg.rf.A2XNVHQJylHvXJpEr6cA.jpg,1526,2577,hcah_medwa_u_t4,no translation yet,0.8830,0.5002,0.4998,0.9983,0.9988
hcah_medya_a_t3_ae28566f_jpg.rf.bfoEwqRzTDoHRRAlART9.jpg,1592,2642,hcah_medya_a_t3,no translation yet,0.6556,0.5000,0.5002,0.9992,0.9991
hcah_medya_a_t4_9e9a9703_jpg.rf.Nk53UnzKcebeeu1xnpNC.jpg,1593,2643,hcah_medya_a_t4,no translation yet,0.8924,0.5000,0.5000,0.9984,0.9991
hcah_medya_ah_t1_b83c3a8a_jpg.rf.9ZcZxYDolnXrE9OjORRA.jpg,1596,2646,hcah_medya_ah_t1,no translation yet,0.9897,0.5003,0.4995,0.9993,0.9991
hcah_medya_ah_t2_6c3ca0ad_jpg.rf.UwU70BpMRlo0O6DUGzfP.jpg,1597,2647,hcah_medya_ah_t2,no translation yet,0.9860,0.5004,0.5002,0.9986,0.9985
hcah_medya_aw_t4_40eca895_jpg.rf.lxfmIdbNiVajEaH9OSw9.jpg,1605,2673,hcah_medya_aw_t4,no translation yet,0.8904,0.5001,0.5003,0.9995,0.9992
hkuh_medla_oo_t3_5d0a3a64_jpg.rf.Z2u25Qhtj81m57Hkvouu.jpg,815,1850,hkuh_medla_oo_t3,no translation yet,0.8954,0.5001,0.4998,0.9986,0.9993
hkuh_medla_oo_t4_325613f3_jpg.rf.hP9DsF1mmpgUdeTN5V7J.jpg,816,1851,hkuh_medla_oo_t4,no translation yet,0.7163,0.4999,0.4998,0.9991,0.9994
hkuh_medla_u_t2_a492ba06_jpg.rf.I6v5bCdRkP6xW1uJ6EcB.jpg,820,1855,hkuh_medla_u_t2,no translation yet,0.6084,0.4996,0.6154,0.4701,0.3958
hkuh_medla_u_t6_a8f57648_jpg.rf.HAJ7YLz2cIZo1CUD113B.jpg,824,1859,hkuh_medla_u_t6,no translation yet,0.8651,0.5000,0.5000,0.9987,0.9990
hkuh_medra_a_t1_1dcb9884_jpg.rf.MQZg07un8tpk6DamN1hS.jpg,826,1860,hkuh_medra_a_t1,no translation yet,0.9634,0.5001,0.5000,0.9989,1.0000
hkuh_medra_ah_t5_780400c5_jpg.rf.DaIU1pS7Y7zE9rkGneSU.jpg,837,1870,hkuh_medra_ah_t5,no translation yet,0.9137,0.5000,0.5001,0.9992,0.9992
hkuh_medra_aw_t1_37b97efc_jpg.rf.6IclB6OwmBquAM3qCxnX.jpg,859,1890,hkuh_medra_aw_t1,no translation yet,0.8163,0.5004,0.5000,0.9987,1.0000
hkuh_medra_aw_t6_71cca81b_jpg.rf.SkSPgq5vst7XKRdS35R5.jpg,864,1895,hkuh_medra_aw_t6,no translation yet,0.9531,0.5001,0.5002,0.9987,0.9993
hkuh_medra_ay_t1_ac1e0d93_jpg.rf.h3JSdFLbfQcAcZUhYEzJ.jpg,852,1884,hkuh_medra_ay_t1,no translation yet,0.9293,0.5002,0.4996,0.9982,0.9992
hkuh_medra_ay_t1_be78d84f_jpg.rf.3FSv62AxBoT0fqf4u8RV.jpg,852,1884,hkuh_medra_ay_t1,no translation yet,0.9244,0.5003,0.4998,0.9984,0.9996
hkuh_medra_ay_t4_8bcca406_jpg.rf.zeQAeM9rJvAToE7aEVGo.jpg,855,1887,hkuh_medra_ay_t4,no translation yet,0.5691,0.5019,0.5215,0.4964,0.5698
hkuh_medra_ay_t5_4bbacb6d_jpg.rf.VHDWZAkgxdpPmWUjPmig.jpg,856,1888,hkuh_medra_ay_t5,no translation yet,0.9131,0.5001,0.4997,0.9985,0.9981
hkuh_medra_ee_t6_0f321f14_jpg.rf.WqCzuLIDFGzraLPLLXby.jpg,844,1877,hkuh_medra_ee_t6,no translation yet,0.4038,0.5023,0.5216,0.4429,0.5697
hkuh_medra_eh_t1_4b84d9d1_jpg.rf.CyD3Z0Ps0xn6dijyTES5.jpg,873,1902,hkuh_medra_eh_t1,no translation yet,0.5302,0.5042,0.5215,0.2950,0.5699
hkuh_medra_eh_t5_3e394438_jpg.rf.zGtv4QpIFSeK8ngQ4xSI.jpg,877,1906,hkuh_medra_eh_t5,no translation yet,0.8812,0.5001,0.5000,0.9988,0.9999
hkuh_medra_eh_t5_cc5cebe6_jpg.rf.sevKe14nPc5Jf8eZxzQj.jpg,877,1906,hkuh_medra_eh_t5,no translation yet,0.8844,0.5003,0.5000,0.9986,0.9998
hkuh_medra_eh_t6_e2650826_jpg.rf.UmyOBNRz5ziKzPfmfwHw.jpg,878,1907,hkuh_medra_eh_t6,no translation yet,0.9661,0.5002,0.5005,0.9983,0.9990
hkuh_medra_er_t6_e1f296f9_jpg.rf.nt9hyYPAMl8lSdRzmvjK.jpg,851,1883,hkuh_medra_er_t6,no translation yet,0.7132,0.4998,0.5002,0.9990,0.9989
hkuh_medra_oh_t4_43f95c60_jpg.rf.Og1GWy5UCB0pe47iusAV.jpg,868,1899,hkuh_medra_oh_t4,no translation yet,0.5851,0.5002,0.4996,0.9989,0.9989
hkuh_medra_oh_t5_29a089fe_jpg.rf.pD39UAyjXqclB2gSIgrp.jpg,871,1900,hkuh_medra_oh_t5,no translation yet,0.9611,0.5002,0.4998,0.9986,0.9991
hkuh_medra_oh_t6_c8c7be5f_jpg.rf.55Ew42D5ZjOdeg2lI4aL.jpg,872,1901,hkuh_medra_oh_t6,no translation yet,0.9346,0.5001,0.4998,0.9986,0.9991
hkuh_medra_oo_t2_f6a3206c_jpg.rf.qoHmkzV9SmtYth3omYDX.jpg,880,1909,hkuh_medra_oo_t2,no translation yet,0.8110,0.5005,0.4997,0.9983,0.9988
hkuh_medra_oo_t3_d8979e8e_jpg.rf.zboJuNCRmzUIwA9uDDnO.jpg,882,1910,hkuh_medra_oo_t3,no translation yet,0.8616,0.5000,0.5001,0.9984,0.9990
hkuh_medra_u_t2_74e14271_jpg.rf.AIEAPw7w5f9eioWKS16s.jpg,887,1915,hkuh_medra_u_t2,no translation yet,0.9774,0.5001,0.4995,0.9984,0.9991
hkuh_medwa_a_t4_c6e46428_jpg.rf.RLzpSVkyiEhY46FSpNw7.jpg,896,1923,hkuh_medwa_a_t4,no translation yet,0.9478,0.5003,0.4993,0.9980,0.9980
hkuh_medwa_ah_t3_14734b1d_jpg.rf.nK9CUtoQ8lZyjTn1Td2j.jpg,901,1928,hkuh_medwa_ah_t3,no translation yet,0.9160,0.4999,0.4996,0.9986,0.9982
hkuh_medwa_ah_t4_c14dcd7e_jpg.rf.sc8YIpeCoalnWZwXZKZP.jpg,902,1929,hkuh_medwa_ah_t4,no translation yet,0.9589,0.4997,0.4999,0.9983,0.9991
hkuh_medwa_ah_t5_05865aa2_jpg.rf.JosHxeQCFIZ6RsdGlNpV.jpg,904,1930,hkuh_medwa_ah_t5,no translation yet,0.8759,0.5001,0.4991,0.9985,0.9980
hkuh_medwa_aw_t1_7831ca19_jpg.rf.ELKB2Ga4QclcfrkkkNPn.jpg,926,1950,hkuh_medwa_aw_t1,no translation yet,0.8230,0.4998,0.4999,0.9976,0.9996
hkuh_medwa_aw_t3_21fffcc1_jpg.rf.PkgctDlGa8wQ5fJqWQ7V.jpg,928,1952,hkuh_medwa_aw_t3,no translation yet,0.9402,0.4999,0.4999,0.9974,0.9994
hkuh_medwa_aw_t6_76a9024c_jpg.rf.J4SaMkzSW4qThgJfs2a2.jpg,931,1955,hkuh_medwa_aw_t6,no translation yet,0.9802,0.4995,0.4998,0.9978,0.9993
hkuh_medwa_ay_t2_583e4fc7_jpg.rf.ymb8xR3XuYbwfc6vlVXw.jpg,920,1945,hkuh_medwa_ay_t2,no translation yet,0.9670,0.5003,0.5000,0.9969,0.9994
hkuh_medwa_ay_t4_f7f06e54_jpg.rf.6Q1QSv8qQpTyl1o3neRI.jpg,922,1947,hkuh_medwa_ay_t4,no translation yet,0.7480,0.5002,0.4996,0.9990,0.9983
hkuh_medwa_ay_t5_711972f1_jpg.rf.rR1MnSrxmx2khrACYw4S.jpg,923,1948,hkuh_medwa_ay_t5,no translation yet,0.9585,0.5000,0.4999,0.9983,0.9995
